[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_nNeutral_quark}
399 502 11 12 4 0 100 7.269 23.445 
502 632 11 12 4 0 100 7.222 23.750 
632 795 11 12 4 0 100 7.434 24.064 
795 1000 11 12 4 0 100 8.023 23.989 
1000 3500 11 12 4 0 100 9.204 24.252 
20 26 12 13 4 0 100 8.018 9.504 
26 32 12 13 4 0 100 7.894 10.608 
32 40 12 13 4 0 100 8.788 11.732 
40 51 12 13 4 0 100 8.696 12.892 
51 64 12 13 4 0 100 8.651 14.252 
64 80 12 13 4 0 100 8.844 15.605 
80 101 12 13 4 0 100 8.435 16.842 
101 127 12 13 4 0 100 8.268 18.084 
127 159 12 13 4 0 100 7.729 19.321 
159 200 12 13 4 0 100 7.805 20.413 
200 252 12 13 4 0 100 7.422 21.480 
252 317 12 13 4 0 100 7.234 22.143 
317 399 12 13 4 0 100 7.285 23.087 
399 502 12 13 4 0 100 7.467 23.598 
502 632 12 13 4 0 100 7.341 23.975 
632 795 12 13 4 0 100 8.265 24.147 
795 1000 12 13 4 0 100 7.676 24.281 
1000 3500 12 13 4 0 100 6.927 26.612 
20 26 13 14 4 0 100 7.843 9.906 
26 32 13 14 4 0 100 8.346 10.899 
32 40 13 14 4 0 100 8.744 12.103 
40 51 13 14 4 0 100 8.613 13.262 
51 64 13 14 4 0 100 9.061 14.575 
64 80 13 14 4 0 100 8.804 15.806 
80 101 13 14 4 0 100 8.555 17.160 
101 127 13 14 4 0 100 8.407 18.454 
127 159 13 14 4 0 100 8.300 19.593 
159 200 13 14 4 0 100 7.753 20.624 
200 252 13 14 4 0 100 7.528 21.746 
252 317 13 14 4 0 100 7.432 22.771 
317 399 13 14 4 0 100 7.435 23.323 
399 502 13 14 4 0 100 7.670 24.035 
502 632 13 14 4 0 100 7.263 24.335 
632 795 13 14 4 0 100 8.065 24.803 
795 1000 13 14 4 0 100 8.921 24.661 
1000 3500 13 14 4 0 100 6.391 25.422 
20 26 14 15 4 0 100 8.613 10.305 
26 32 14 15 4 0 100 8.267 11.189 
32 40 14 15 4 0 100 8.396 12.233 
40 51 14 15 4 0 100 8.731 13.635 
51 64 14 15 4 0 100 9.087 14.794 
64 80 14 15 4 0 100 9.064 15.943 
80 101 14 15 4 0 100 8.692 17.366 
101 127 14 15 4 0 100 8.510 18.706 
127 159 14 15 4 0 100 8.177 19.815 
159 200 14 15 4 0 100 7.875 20.921 
200 252 14 15 4 0 100 7.771 21.952 
252 317 14 15 4 0 100 7.636 22.754 
317 399 14 15 4 0 100 7.636 23.466 
399 502 14 15 4 0 100 7.956 24.013 
502 632 14 15 4 0 100 8.044 24.612 
632 795 14 15 4 0 100 8.302 25.366 
795 1000 14 15 4 0 100 7.926 24.679 
1000 3500 14 15 4 0 100 4.348 27.784 
20 26 15 16 4 0 100 8.288 10.491 
26 32 15 16 4 0 100 9.187 11.569 
32 40 15 16 4 0 100 9.520 12.405 
40 51 15 16 4 0 100 9.314 13.959 
51 64 15 16 4 0 100 8.989 15.063 
64 80 15 16 4 0 100 9.410 16.290 
80 101 15 16 4 0 100 8.932 17.651 
101 127 15 16 4 0 100 8.703 18.791 
127 159 15 16 4 0 100 8.298 20.501 
159 200 15 16 4 0 100 7.885 21.172 
200 252 15 16 4 0 100 7.935 22.307 
252 317 15 16 4 0 100 8.081 23.080 
317 399 15 16 4 0 100 7.203 23.954 
399 502 15 16 4 0 100 7.850 24.459 
502 632 15 16 4 0 100 7.736 24.883 
632 795 15 16 4 0 100 7.830 25.129 
795 1000 15 16 4 0 100 6.194 27.711 
1000 3500 15 16 4 0 100 3.574 28.521 
20 26 16 17 4 0 100 8.531 10.821 
26 32 16 17 4 0 100 9.086 11.830 
32 40 16 17 4 0 100 8.969 12.660 
40 51 16 17 4 0 100 9.179 14.116 
51 64 16 17 4 0 100 9.053 15.382 
64 80 16 17 4 0 100 9.159 16.709 
80 101 16 17 4 0 100 9.516 17.872 
101 127 16 17 4 0 100 9.006 19.094 
127 159 16 17 4 0 100 8.676 20.312 
159 200 16 17 4 0 100 8.642 21.421 
200 252 16 17 4 0 100 7.836 22.436 
252 317 16 17 4 0 100 8.091 22.845 
317 399 16 17 4 0 100 8.067 23.836 
399 502 16 17 4 0 100 8.945 24.766 
502 632 16 17 4 0 100 7.957 25.570 
632 795 16 17 4 0 100 9.321 25.483 
795 1000 16 17 4 0 100 5.363 25.091 
1000 3500 16 17 4 0 100 4.761 29.119 
20 26 17 18 4 0 100 8.980 10.577 
26 32 17 18 4 0 100 9.252 12.291 
32 40 17 18 4 0 100 9.142 13.350 
40 51 17 18 4 0 100 9.464 14.334 
51 64 17 18 4 0 100 9.619 15.563 
64 80 17 18 4 0 100 9.413 17.132 
80 101 17 18 4 0 100 9.429 18.517 
101 127 17 18 4 0 100 8.728 19.333 
127 159 17 18 4 0 100 8.775 20.449 
159 200 17 18 4 0 100 8.520 21.767 
200 252 17 18 4 0 100 7.401 22.804 
252 317 17 18 4 0 100 7.779 23.751 
317 399 17 18 4 0 100 7.381 24.619 
399 502 17 18 4 0 100 7.353 26.668 
502 632 17 18 4 0 100 8.016 24.397 
632 795 17 18 4 0 100 7.871 25.210 
795 1000 17 18 4 0 100 4.441 27.880 
1000 3500 17 18 4 0 100 7.409 25.456 
20 26 18 19 4 0 100 7.801 11.107 
26 32 18 19 4 0 100 11.844 11.850 
32 40 18 19 4 0 100 8.831 13.222 
40 51 18 19 4 0 100 10.179 14.210 
51 64 18 19 4 0 100 10.050 16.015 
64 80 18 19 4 0 100 9.046 17.363 
80 101 18 19 4 0 100 8.908 18.851 
101 127 18 19 4 0 100 9.565 19.496 
127 159 18 19 4 0 100 8.397 20.608 
159 200 18 19 4 0 100 8.723 22.161 
200 252 18 19 4 0 100 9.511 22.718 
252 317 18 19 4 0 100 8.951 23.753 
317 399 18 19 4 0 100 7.634 25.120 
399 502 18 19 4 0 100 8.134 25.363 
502 632 18 19 4 0 100 10.798 23.820 
632 795 18 19 4 0 100 7.753 28.232 
795 1000 18 19 4 0 100 6.251 29.143 
1000 3500 18 19 4 0 100 6.184 18.169 
20 26 19 100 4 0 100 8.672 11.056 
26 32 19 100 4 0 100 8.995 13.029 
32 40 19 100 4 0 100 8.400 13.846 
40 51 19 100 4 0 100 10.973 15.300 
51 64 19 100 4 0 100 9.610 16.688 
64 80 19 100 4 0 100 10.028 17.791 
80 101 19 100 4 0 100 9.876 19.230 
101 127 19 100 4 0 100 9.513 20.234 
127 159 19 100 4 0 100 9.290 21.956 
159 200 19 100 4 0 100 8.679 22.986 
200 252 19 100 4 0 100 7.677 23.965 
252 317 19 100 4 0 100 8.602 24.543 
317 399 19 100 4 0 100 8.365 24.622 
399 502 19 100 4 0 100 9.108 25.227 
502 632 19 100 4 0 100 7.554 26.533 
632 795 19 100 4 0 100 5.407 26.118 
795 1000 19 100 4 0 100 6.082 31.991 
1000 3500 19 100 4 0 100 13.582 24.767 
